Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
201501QK50062,2,9,0,18,0,0,0,0,0,0,1,1,6,1,23,5,998,1,12,-1,1,-1
201501QK50063,1,3,0,18,0,1,0,0,0,0,3,1,6,1,19,4,124,1,11,-1,1,-1
201501QK50063,2,9,0,11,0,1,0,0,0,0,4,1,6,1,-1,-1,1598,1,11,-1,-1,-1
201501QK50064,1,9,0,18,0,8,0,0,0,0,4,1,6,1,33,6,2204,2,10,-1,1,-1
201501QK50064,2,9,0,5,0,8,0,0,0,0,1,1,6,1,35,6,1598,1,11,-1,-1,-1
201501QK50065,1,9,0,9,0,1,0,0,0,0,4,1,6,1,21,5,1229,1,8,-1,1,-1
201501QK50065,2,1,0,18,0,1,0,0,0,0,1,1,6,1,47,8,-1,-1,-1,-1,1,-1
201501QK50066,1,19,0,1,0,8,0,0,0,0,2,1,1,1,45,7,2402,2,5,-1,1,-1
201501QK50067,1,11,0,9,0,2,0,0,0,0,1,1,1,1,36,7,-1,-1,-1,-1,1,-1
201501QK50069,1,3,0,3,0,2,0,0,0,0,2,1,1,1,46,8,124,1,2,-1,1,-1
201501QK50069,2,9,0,18,0,2,0,0,0,0,1,1,6,2,-1,-1,1992,2,8,-1,-1,-1
201501QK50070,1,1,0,15,0,8,0,0,0,0,1,1,6,1,26,6,-1,-1,-1,-1,1,-1
201501QK50070,2,19,0,7,0,8,0,0,0,0,4,1,6,1,52,8,2198,2,1,-1,1,-1
201501QK50072,1,3,0,10,0,8,0,0,0,0,2,1,6,1,46,8,108,1,6,-1,2,-1
201501QK50072,2,9,0,9,0,8,0,0,0,0,1,1,6,2,-1,-1,1198,1,4,-1,-1,-1
201501QK50073,1,19,0,18,0,0,0,0,0,0,1,1,1,1,30,6,2402,2,7,-1,1,-1
201501QK50073,2,19,0,3,0,0,0,0,0,0,2,1,2,1,57,9,1870,2,12,-1,1,-1
201501QK50073,3,9,0,3,0,0,0,0,0,0,2,1,6,2,40,7,1560,2,5,-1,1,-1
201501QK50073,4,9,0,3,0,0,0,0,0,0,2,1,6,1,47,8,1560,2,5,-1,1,-1
201501QK50074,1,3,0,3,0,1,0,0,0,0,1,1,6,1,25,5,124,1,7,-1,1,-1
201501QK50074,2,9,0,4,0,1,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,1,-1
201501QK50075,1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,3199,1,15,-1,-1,-1
201501QK50076,1,9,0,1,0,0,0,0,0,0,2,1,6,1,45,7,1794,1,11,-1,1,-1
201501QK50076,2,2,0,3,0,0,0,0,0,0,1,1,6,1,19,4,49,1,7,-1,1,-1
201501QK50079,1,9,0,18,0,1,1,0,0,0,1,1,3,1,25,5,1997,2,4,-1,1,-1
201501QK50079,2,9,0,9,0,1,0,0,0,0,3,1,6,1,36,7,1560,2,3,-1,1,-1
201501QK50080,1,9,0,18,0,0,0,0,0,0,1,1,6,2,34,6,1984,1,12,-1,1,-1
201501QK50080,2,9,0,5,0,0,0,0,0,0,1,1,6,1,35,6,1600,1,10,-1,1,-1
201501QK50081,1,5,0,18,0,1,0,0,0,0,4,1,6,1,39,7,599,1,8,-1,1,-1
201501QK50081,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50082,1,9,0,18,0,0,0,0,0,0,2,1,6,2,56,9,998,1,15,-1,1,-1
201501QK50082,2,3,0,18,0,0,0,0,0,0,2,1,1,1,29,6,108,1,2,-1,-1,-1
201501QK50082,3,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50083,1,9,0,9,0,8,0,0,0,0,3,1,6,2,25,5,1339,1,7,-1,1,-1
201501QK50083,2,11,0,18,0,8,0,0,0,0,1,1,1,1,61,9,7300,2,13,-1,1,-1
201501QK50084,1,9,0,9,0,1,0,0,0,0,3,1,6,1,40,7,-1,-1,-1,-1,1,-1
201501QK50084,2,9,0,14,0,1,0,0,0,0,4,1,6,1,22,5,1995,2,7,-1,1,-1
201501QK50085,1,9,0,1,0,1,0,7,7,10,2,1,6,1,64,9,1560,2,4,-1,1,-1
201501QK50085,2,9,0,2,0,1,0,0,0,0,1,1,6,1,32,6,1399,1,9,-1,1,-1
201501QK50086,1,1,0,18,0,8,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,1,-1
201501QK50086,2,9,0,9,0,8,0,0,0,0,4,1,6,1,-1,-1,1598,1,10,-1,1,-1
201501QK50087,1,9,0,18,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50090,1,1,0,18,0,1,0,0,0,0,4,1,6,2,28,6,-1,-1,-1,-1,1,-1
201501QK50090,2,9,0,16,0,2,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50092,1,3,0,13,0,1,0,0,0,0,4,1,6,1,22,5,124,1,14,-1,1,-1
201501QK50092,2,9,0,9,0,1,0,0,0,0,3,1,6,1,18,4,1368,1,6,-1,1,-1
201501QK50093,1,3,0,14,0,2,0,0,0,0,1,1,1,1,28,6,125,1,5,-1,1,-1
201501QK50094,1,9,0,9,0,1,0,0,0,0,1,1,6,2,45,7,1396,1,7,-1,1,-1
201501QK50094,2,1,0,18,0,1,0,0,0,0,1,1,6,1,30,6,-1,-1,-1,-1,-1,-1
201501QK50095,1,9,0,18,0,1,0,0,0,0,4,1,3,2,40,7,1598,1,5,-1,1,-1
201501QK50096,1,2,0,14,0,1,0,0,0,0,0,1,1,1,36,7,49,1,3,-1,1,-1
201501QK50098,1,9,0,18,0,0,0,0,0,0,1,1,6,1,38,7,998,1,16,-1,1,-1
201501QK50098,2,9,0,18,0,0,0,0,0,0,1,1,6,1,53,8,1910,2,6,-1,1,-1
201501QK50099,1,9,0,4,0,1,0,0,0,0,2,1,2,1,40,7,1968,2,5,-1,1,-1
201501QK50099,2,9,0,4,0,1,1,0,0,0,1,1,1,1,43,7,1999,1,6,-1,-1,-1
201501QK50100,1,9,0,14,0,0,0,0,0,0,3,1,6,2,23,5,-1,-1,-1,-1,1,-1
201501QK50100,2,19,0,14,0,0,0,0,0,0,3,1,6,1,38,7,2148,2,10,-1,1,-1
201501QK50103,1,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,998,1,7,-1,-1,-1
201501QK50104,1,9,0,2,0,0,0,0,0,0,1,1,6,1,36,7,1975,1,11,-1,1,-1
201501QK50104,2,9,0,18,0,0,5,4,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,1,-1
201501QK50105,1,9,0,9,0,1,0,0,0,0,4,1,6,1,48,8,996,1,1,-1,1,-1
201501QK50105,2,4,0,18,0,1,0,0,0,0,1,1,2,1,31,6,471,1,2,-1,1,-1
201501QK50106,1,9,0,18,0,2,0,0,0,0,4,1,6,1,45,7,1598,1,11,-1,1,-1
201501QK50106,2,9,0,12,0,2,0,0,0,0,3,1,6,2,-1,-1,1968,2,1,-1,-1,-1
201501QK50107,1,9,0,4,0,1,0,0,0,0,1,1,6,1,75,10,-1,-1,-1,-1,1,-1
201501QK50107,2,2,0,3,0,1,0,0,0,0,2,1,6,1,32,6,49,1,7,-1,1,-1
201501QK50108,1,9,0,18,0,8,0,0,0,0,1,1,2,1,37,7,1896,2,6,-1,1,-1
201501QK50108,2,9,0,9,0,8,0,0,0,0,4,1,2,1,70,10,1248,1,6,-1,1,-1
201501QK50109,1,9,0,9,0,8,0,0,0,0,4,1,6,2,41,7,-1,-1,-1,-1,1,-1
201501QK50109,2,3,0,18,0,8,0,0,0,0,1,1,6,1,22,5,124,1,3,-1,1,-1
201501QK50110,1,21,0,18,0,1,0,0,0,0,1,1,1,1,31,6,-1,-1,-1,-1,1,-1
201501QK50113,1,9,0,3,0,1,0,0,0,0,2,1,3,1,46,8,1910,2,6,-1,1,-1
201501QK50113,2,9,0,11,0,1,0,0,0,0,1,1,6,1,24,5,1198,1,5,-1,1,-1
201501QK50114,1,19,0,5,0,1,0,0,0,0,3,1,1,1,-1,-1,2179,2,12,-1,1,-1
201501QK50114,2,1,0,18,0,1,0,0,0,0,1,1,6,1,52,8,-1,-1,-1,-1,1,-1
201501QK50115,1,3,0,7,0,2,1,0,0,0,3,1,1,1,39,7,108,1,2,-1,1,-1
201501QK50115,2,9,0,10,0,1,0,0,0,0,3,1,6,1,62,9,1248,2,7,-1,1,-1
201501QK50116,1,9,0,9,0,8,0,0,0,0,3,1,6,1,70,10,1498,1,2,-1,1,-1
201501QK50116,2,3,0,18,0,8,0,0,0,0,1,1,6,1,18,4,124,1,-1,-1,1,-1
201501QK50117,1,9,0,2,0,0,0,0,0,0,4,1,6,2,50,8,2995,1,11,-1,-1,-1
201501QK50117,2,21,0,18,0,0,0,4,0,0,4,1,1,1,30,6,7146,2,7,-1,-1,-1
201501QK50118,1,11,0,2,2,0,0,0,0,0,0,1,1,1,56,9,9360,2,5,-1,1,-1
201501QK50120,1,9,0,18,0,2,0,0,0,0,1,1,6,1,41,7,2922,1,11,-1,1,-1
201501QK50121,1,9,0,18,0,2,0,0,0,0,3,1,6,1,38,7,1598,1,8,-1,1,-1
201501QK50121,2,9,0,6,0,1,0,0,0,0,4,1,1,1,37,7,1896,2,7,-1,1,-1
201501QK50122,1,3,0,18,0,0,0,0,0,0,1,1,6,1,21,5,124,1,1,-1,1,-1
201501QK50123,1,5,0,13,0,0,0,0,0,0,1,1,6,1,47,8,1255,1,4,-1,1,-1
201501QK50123,2,9,0,12,0,0,0,0,0,0,3,1,6,1,51,8,1796,1,9,-1,1,-1
201501QK50124,1,9,0,18,0,1,0,0,0,0,3,1,6,1,30,6,-1,-1,-1,-1,-1,-1
201501QK50125,1,9,0,1,0,1,0,10,1,0,2,1,6,2,-1,-1,1796,1,8,-1,-1,-1
201501QK50126,1,9,0,3,0,0,0,0,0,0,2,1,6,2,48,8,1328,1,10,-1,1,-1
201501QK50126,2,9,0,18,0,0,0,0,0,0,1,1,6,1,51,8,-1,-1,-1,-1,1,-1
201501QK50126,3,9,0,18,0,0,0,0,0,0,1,1,6,1,42,7,3456,8,6,-1,1,-1
201501QK50126,4,9,0,18,0,0,0,0,0,0,1,1,6,1,26,6,1587,1,9,-1,1,-1
201501QK50127,1,19,0,9,0,1,0,0,0,0,3,1,1,1,40,7,2143,2,5,-1,1,-1
201501QK50127,2,4,0,13,0,1,0,0,0,0,1,1,1,1,21,5,499,1,8,-1,1,-1
201501QK50128,1,9,0,18,0,0,0,0,0,0,1,1,6,1,35,6,1968,2,8,-1,1,-1
201501QK50132,1,9,0,5,0,1,0,0,0,0,2,1,6,1,28,6,-1,-1,-1,-1,1,-1
201501QK50132,2,19,0,5,0,1,0,0,0,0,1,1,6,1,-1,-1,1753,2,9,-1,-1,-1
201501QK50134,1,9,0,9,0,2,0,0,0,0,1,1,6,1,25,5,1975,1,8,-1,1,-1
201501QK50135,1,9,0,1,0,2,0,0,0,0,2,1,2,1,34,6,1798,8,1,-1,1,-1
201501QK50135,2,9,0,18,0,1,0,0,0,0,1,1,2,1,24,5,1796,1,14,-1,1,-1
201501QK50136,1,9,0,5,0,8,0,0,0,0,3,1,6,2,24,5,1598,1,8,-1,1,-1
201501QK50136,2,9,0,5,0,8,0,0,0,0,4,1,6,2,28,6,-1,-1,-1,-1,1,-1
201501QK50137,1,9,0,12,0,0,0,0,0,0,3,1,6,1,20,4,1598,1,10,-1,1,-1
201501QK50137,2,20,0,18,0,0,0,0,0,0,1,1,1,3,-1,-1,4250,2,9,-1,-1,-1
201501QK50138,1,9,0,18,0,0,0,0,0,0,4,1,6,1,20,4,1686,2,8,-1,1,-1
201501QK50139,1,9,0,3,0,1,0,0,0,0,2,1,2,2,34,6,1499,1,10,-1,-1,-1
201501QK50139,2,9,0,4,0,1,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,1,-1
201501QK50139,3,9,0,18,0,8,0,0,0,0,1,1,2,1,46,8,5998,1,7,-1,1,-1
201501QK50140,1,9,0,4,0,0,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50140,2,9,0,18,0,0,0,0,0,0,2,1,2,1,56,9,1995,2,3,-1,1,-1
201501QK50140,3,19,0,18,0,0,0,0,0,0,1,1,1,1,43,7,2143,2,6,-1,1,-1
201501QK50141,1,3,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50144,1,9,0,18,0,1,0,0,0,0,2,1,6,1,37,7,1364,1,1,-1,1,-1
201501QK50144,2,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,-1,2179,2,8,-1,1,-1
201501QK50145,1,9,0,3,0,0,0,0,0,0,2,1,1,1,55,8,1598,1,15,-1,1,-1
201501QK50145,2,9,0,18,0,0,0,0,0,0,1,1,6,2,50,8,-1,-1,-1,-1,1,-1
201501QK50146,1,3,0,7,0,1,0,0,0,0,4,1,6,1,27,6,124,1,13,-1,1,-1
201501QK50146,2,9,0,18,0,1,0,0,0,0,1,1,6,1,22,5,1796,1,9,-1,1,-1
201501QK50147,1,3,0,12,0,1,0,0,0,0,3,1,6,1,51,8,125,1,1,-1,1,-1
201501QK50147,2,9,0,18,0,1,0,0,0,0,1,1,6,1,49,8,-1,-1,-1,-1,1,-1
201501QK50148,1,9,0,14,0,0,0,0,0,0,3,1,6,1,26,6,998,1,10,-1,1,-1
201501QK50148,2,3,0,13,0,0,0,0,0,0,1,1,6,1,53,8,125,1,1,-1,1,-1
201501QK50149,1,9,0,18,0,0,0,0,0,0,3,1,6,1,52,8,1998,1,12,-1,1,-1
201501QK50149,2,1,0,18,0,0,0,0,0,0,3,1,6,1,33,6,-1,-1,-1,-1,-1,-1
201501QK50150,1,9,0,4,0,8,0,0,0,0,2,1,6,2,57,9,1796,1,12,-1,1,-1
201501QK50150,2,9,0,5,0,8,0,0,0,0,1,1,6,2,44,7,1388,1,12,-1,1,-1
201501QK50151,1,19,0,4,0,1,0,0,0,0,2,1,2,1,25,5,1686,2,7,-1,1,-1
201501QK50151,2,9,0,18,0,1,0,0,0,0,1,1,6,1,46,8,1995,2,3,-1,1,-1
201501QK50152,1,3,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50153,1,9,0,2,0,2,0,0,0,0,3,1,6,1,31,6,1686,2,9,-1,1,-1
201501QK50153,2,1,0,18,0,2,0,8,0,0,1,1,6,1,33,6,-1,-1,-1,-1,1,-1
201501QK50154,1,9,0,4,0,1,0,0,0,0,0,1,6,1,24,5,1199,1,11,-1,3,-1
201501QK50155,1,9,0,4,0,0,0,0,0,0,4,1,2,2,22,5,-1,-1,-1,-1,1,-1
201501QK50155,2,20,0,18,0,0,0,0,0,0,3,2,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50156,1,9,0,9,0,1,0,0,0,0,3,1,6,1,45,7,1995,1,12,-1,1,-1
201501QK50156,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,2979,1,14,-1,3,-1
201501QK50157,1,5,0,14,0,0,0,0,0,0,1,1,6,1,52,8,1340,1,5,-1,1,-1
201501QK50157,2,8,0,6,0,0,0,0,0,0,3,1,6,1,25,5,1560,2,7,-1,-1,-1
201501QK50158,1,9,0,18,0,0,0,0,0,0,1,1,6,1,65,9,6750,1,18,-1,1,-1
201501QK50159,1,9,0,3,0,1,0,0,0,0,2,1,6,2,29,6,1364,1,10,-1,1,-1
201501QK50159,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50160,1,9,0,18,0,1,0,0,0,0,3,1,6,1,50,8,1796,1,13,-1,1,-1
201501QK50160,2,9,0,9,0,1,0,0,0,0,1,1,6,2,59,9,2143,2,1,-1,1,-1
201501QK50161,1,9,0,18,0,2,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50162,1,9,0,18,0,1,0,0,0,0,3,1,6,1,27,6,1995,2,13,-1,1,-1
201501QK50162,2,19,0,9,0,1,0,0,0,0,1,1,6,1,35,6,2143,2,2,-1,-1,-1
201501QK50163,1,1,0,18,0,1,0,0,0,0,4,1,6,1,28,6,-1,-1,-1,-1,1,-1
201501QK50163,2,9,0,5,0,1,0,0,0,0,1,1,6,1,30,6,1995,1,7,-1,-1,-1
201501QK50165,1,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50166,1,9,0,18,0,1,0,0,0,0,4,1,6,1,75,10,1242,1,9,-1,1,-1
201501QK50167,1,11,0,5,0,8,0,0,0,0,0,1,1,1,64,9,4500,2,4,-1,1,-1
201501QK50168,1,11,0,18,0,1,0,0,0,0,0,1,1,1,47,8,9360,2,5,-1,1,-1
201501QK50169,1,11,0,2,0,2,0,0,0,0,0,1,1,2,-1,-1,4461,2,2,-1,1,-1
201501QK50170,1,9,0,18,0,8,0,0,0,0,3,1,6,1,32,6,-1,-1,-1,-1,1,-1
201501QK50170,2,9,0,9,0,8,0,0,0,0,1,1,6,1,73,10,1390,1,22,-1,1,-1
201501QK50171,1,11,0,4,0,1,0,0,0,0,0,1,1,1,49,8,9360,2,5,-1,1,-1
201501QK50172,1,9,0,4,0,2,0,0,0,0,2,1,6,1,35,6,2494,1,16,-1,-1,-1
201501QK50172,2,9,0,18,0,2,0,0,0,0,1,1,6,3,-1,-1,1796,1,8,-1,-1,-1
201501QK50173,1,9,0,9,0,8,0,0,0,0,1,1,6,1,34,6,1590,1,16,-1,1,-1
201501QK50173,2,3,0,14,0,8,0,0,0,0,4,1,6,1,26,6,124,1,1,-1,1,-1
201501QK50173,3,9,0,3,0,8,0,0,0,0,3,1,6,1,30,6,1599,1,13,-1,1,-1
201501QK50174,1,9,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1896,2,10,-1,1,-1
201501QK50174,2,3,0,18,0,0,0,0,0,0,1,1,6,1,40,7,125,1,5,-1,1,-1
201501QK50175,1,9,0,3,0,1,0,0,0,0,2,1,6,1,31,6,1685,2,2,-1,1,-1
201501QK50175,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1560,2,9,-1,-1,-1
201501QK50177,1,9,0,18,0,0,0,0,0,0,1,1,6,2,38,7,1910,2,10,-1,1,-1
201501QK50177,2,9,0,18,0,0,0,0,0,0,1,1,6,2,62,9,-1,-1,-1,-1,1,-1
201501QK50179,1,9,0,18,0,0,0,0,0,0,3,1,6,1,38,7,2926,2,10,-1,1,-1
201501QK50179,2,9,0,18,0,0,0,0,0,0,3,1,6,1,39,7,1796,1,3,-1,-1,-1
201501QK50180,1,9,0,2,0,1,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50180,2,1,0,18,0,1,0,0,0,0,4,1,6,2,25,5,-1,-1,-1,-1,1,-1
201501QK50181,1,9,0,16,0,0,0,0,0,0,3,1,6,1,33,6,-1,-1,-1,-1,1,-1
201501QK50181,2,9,0,17,0,0,0,0,0,0,3,1,6,2,-1,-1,1242,1,11,-1,-1,-1
201501QK50182,1,11,0,18,0,1,0,0,0,0,0,1,1,1,27,6,7300,2,12,-1,1,-1
201501QK50184,1,9,0,2,0,2,0,0,0,0,3,1,6,1,25,5,1896,2,9,-1,1,-1
201501QK50184,2,1,0,18,0,2,0,0,0,0,1,1,6,2,34,6,-1,-1,-1,-1,1,-1
201501QK50187,1,9,0,18,0,8,0,0,0,0,1,1,6,2,24,5,1199,1,14,-1,1,-1
201501QK50187,2,9,0,9,0,8,0,0,0,0,3,1,6,1,30,6,-1,-1,-1,-1,1,-1
201501QK50188,1,1,0,18,0,1,0,8,0,0,4,1,6,1,37,7,-1,-1,-1,-1,-1,-1
201501QK50188,2,9,0,2,0,1,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50189,1,9,0,18,0,0,0,0,0,0,1,1,6,1,43,7,1796,1,7,-1,1,-1
201501QK50190,1,9,0,3,0,0,0,0,0,0,2,1,6,1,31,6,2000,1,8,-1,1,-1
201501QK50190,2,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50191,1,9,0,12,0,0,0,0,0,0,3,1,6,1,30,6,1896,2,12,-1,1,-1
201501QK50191,2,2,0,13,0,0,1,4,0,0,4,1,6,1,27,6,125,1,1,-1,1,-1
201501QK50191,3,9,0,2,0,0,0,4,0,0,2,1,6,1,19,4,1364,1,7,-1,1,-1
201501QK50191,4,9,0,2,0,0,0,0,0,0,1,1,6,1,31,6,1497,8,8,-1,1,-1
201501QK50192,1,9,0,5,0,0,0,0,0,0,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50193,1,9,0,4,0,1,0,0,0,0,2,1,6,1,57,9,-1,-1,-1,-1,1,-1
201501QK50193,2,9,0,18,0,1,0,0,0,0,1,1,6,1,21,5,1299,1,12,-1,-1,-1
201501QK50194,1,9,0,8,0,1,0,0,0,0,2,1,6,2,42,7,1590,1,12,-1,1,-1
201501QK50194,2,9,0,16,0,1,0,0,0,0,1,1,1,1,39,7,-1,-1,-1,-1,1,-1
201501QK50195,1,2,0,18,0,8,0,0,0,0,4,1,6,1,44,7,125,1,6,-1,1,-1
201501QK50195,2,9,0,7,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50196,1,9,0,3,0,1,0,10,1,10,2,1,6,2,42,7,-1,-1,-1,-1,-1,-1
201501QK50196,2,19,0,17,0,1,0,0,0,0,1,1,6,1,25,5,1996,2,2,-1,1,-1
201501QK50197,1,9,0,3,0,1,0,0,0,0,2,1,6,1,33,6,1968,2,10,-1,1,-1
201501QK50197,2,19,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,1995,2,8,-1,-1,-1
201501QK50198,1,9,0,18,0,2,0,4,0,0,1,1,6,1,20,4,1242,1,2,-1,1,-1
201501QK50200,1,9,0,18,0,0,0,0,0,0,1,1,6,1,44,7,1794,1,9,-1,1,-1
201501QK50200,2,9,0,18,0,0,0,0,0,0,1,1,6,1,47,8,1198,1,6,-1,1,-1
201501QK50202,1,9,0,9,0,2,0,0,0,0,1,1,6,1,57,9,-1,-1,-1,-1,1,-1
201501QK50202,2,2,0,14,0,1,0,0,0,0,1,1,6,2,31,6,124,1,2,-1,1,-1
201501QK50203,1,9,0,18,0,0,0,4,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50203,2,9,0,3,0,0,0,0,0,0,2,1,6,2,43,7,2143,2,2,-1,-1,-1
201501QK50203,3,9,0,2,0,0,0,4,0,0,2,1,6,2,43,7,3199,1,16,-1,-1,-1
201501QK50203,4,9,0,2,0,0,0,0,0,0,1,1,6,2,52,8,2993,2,2,-1,-1,-1
201501QK50204,1,11,0,18,0,2,0,0,0,0,0,1,1,1,45,7,9000,2,8,-1,-1,-1
201501QK50205,1,9,0,18,0,0,5,4,0,0,1,1,6,1,35,6,2457,1,6,-1,-1,-1
201501QK50205,2,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,2171,2,14,-1,-1,-1
201501QK50205,3,9,0,2,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50205,4,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1229,1,4,-1,-1,-1
201501QK50205,5,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50205,6,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1995,2,10,-1,-1,-1
201501QK50205,7,9,0,18,0,0,0,0,0,0,0,1,1,1,32,6,-1,-1,-1,-1,-1,-1
201501QK50205,8,9,0,2,0,0,0,0,0,0,3,1,6,3,-1,-1,1995,1,11,-1,-1,-1
201501QK50206,1,9,0,18,0,0,0,0,0,0,1,1,6,1,20,4,-1,-1,-1,-1,-1,-1
201501QK50207,1,9,0,14,0,8,0,0,0,0,4,1,6,1,61,9,-1,-1,-1,-1,1,-1
201501QK50207,2,9,0,9,0,8,0,0,0,0,1,1,6,1,23,5,1968,2,10,-1,1,-1
201501QK50210,1,9,0,9,0,8,0,0,0,0,4,1,6,1,35,6,1796,1,14,-1,1,-1
201501QK50210,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,1,-1
201501QK50211,1,9,0,18,0,0,0,0,0,0,1,1,6,1,29,6,1198,1,13,-1,1,-1
201501QK50212,1,9,0,5,0,0,0,0,0,0,3,1,6,1,55,8,1597,1,16,-1,1,-1
201501QK50212,2,3,0,18,0,0,0,0,0,0,1,1,2,1,21,5,-1,-1,-1,-1,-1,-1
201501QK50213,1,9,0,6,0,0,0,0,0,0,4,1,6,2,40,7,1598,1,7,-1,1,-1
201501QK50213,2,11,0,18,0,0,0,0,0,0,1,1,1,1,29,6,7300,2,12,-1,1,-1
201501QK50214,1,9,0,18,0,1,0,0,0,0,1,1,6,2,50,8,2685,2,11,-1,1,-1
201501QK50214,2,9,0,7,0,2,0,0,0,0,3,1,6,1,-1,-1,1242,1,18,-1,1,-1
201501QK50215,1,9,0,18,0,0,0,0,0,0,1,1,6,2,54,8,1896,2,12,-1,1,-1
201501QK50215,2,9,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50216,1,9,0,2,0,2,0,0,0,0,2,1,6,2,44,7,1796,1,4,-1,1,-1
201501QK50216,2,9,0,14,0,2,0,4,0,0,1,1,1,1,48,8,1598,1,5,-1,1,-1
201501QK50217,1,9,0,18,0,2,0,0,0,0,3,1,1,1,40,7,-1,-1,-1,-1,-1,-1
201501QK50217,2,9,0,18,0,1,0,0,0,0,1,1,6,2,65,9,1339,1,4,-1,1,-1
201501QK50219,1,5,0,18,0,2,0,10,1,2,3,1,2,2,30,6,645,1,6,-1,1,-1
201501QK50219,2,9,0,9,0,2,0,0,0,0,1,1,2,2,40,7,1598,1,2,-1,1,-1
201501QK50220,1,9,0,18,0,8,0,0,0,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
201501QK50220,2,9,0,9,0,8,0,0,0,0,4,1,6,1,70,10,-1,-1,-1,-1,1,-1
201501QK50222,1,9,0,3,0,0,0,0,0,0,2,2,6,2,28,6,-1,-1,-1,-1,1,-1
201501QK50222,2,9,0,18,0,0,0,0,0,0,1,1,6,2,43,7,1240,1,12,-1,1,-1
201501QK50223,1,3,0,18,0,0,0,0,0,0,1,1,1,1,21,5,124,1,7,-1,-1,-1
201501QK50223,2,9,0,18,0,0,0,0,0,0,3,1,6,1,42,7,2995,1,1,-1,1,-1
201501QK50224,1,9,0,4,0,1,0,0,0,0,1,1,6,2,22,5,1598,2,1,-1,1,-1
201501QK50224,2,19,0,3,0,1,0,0,0,0,2,1,6,2,51,8,2148,2,11,-1,1,-1
201501QK50225,1,3,0,5,0,1,0,0,0,0,4,1,6,1,25,5,599,1,1,-1,-1,-1
201501QK50225,2,9,0,13,0,1,0,0,0,0,3,1,6,1,40,7,1364,1,1,-1,1,-1
201501QK50226,1,3,0,13,0,1,0,0,0,0,4,1,2,1,18,4,125,1,2,-1,1,-1
