Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201511SJ24495,429245,518603,-1.549263,54.561820,11,3,2,2,19/11/2015,5,12:30,161,E06000005,3,167,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01012366
201511SJ24505,432620,514347,-1.497543,54.523368,11,2,4,4,19/11/2015,5,17:15,161,E06000005,3,66,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01012366
201511SJ24745,429807,513379,-1.541099,54.514842,11,3,2,3,27/11/2015,6,14:20,161,E06000005,5,389,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01012340
201511SJ24755,429366,516901,-1.547561,54.546518,11,3,1,1,27/11/2015,6,06:55,161,E06000005,3,167,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01012324
201511SJ25015,428527,513346,-1.560873,54.514619,11,3,2,1,01/12/2015,3,19:00,161,E06000005,5,180,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01012358
201511SJ25165,428893,516028,-1.554958,54.538700,11,3,1,1,03/12/2015,5,18:05,161,E06000005,6,0,3,30,3,4,6,0,0,0,7,1,2,0,0,1,2,E01012349
201511SJ25175,429940,514324,-1.538949,54.523326,11,3,2,2,04/12/2015,6,15:00,161,E06000005,4,6280,6,30,6,2,6,0,0,0,1,1,1,0,0,1,2,E01012304
201511SJ25185,429885,516191,-1.539610,54.540108,11,3,2,1,04/12/2015,6,01:42,161,E06000005,6,0,6,20,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01012333
201511SJ25305,428908,516016,-1.554727,54.538591,11,3,1,1,03/12/2015,5,19:00,161,E06000005,6,0,6,30,3,4,6,0,0,0,6,5,2,0,0,1,1,E01012349
201511SJ25415,429754,514308,-1.541824,54.523194,11,3,1,1,04/12/2015,6,21:30,161,E06000005,4,6280,6,30,3,4,6,0,0,5,4,1,1,0,0,1,2,E01012304
201511SJ25445,429023,515424,-1.553008,54.533265,11,3,3,2,28/11/2015,7,13:25,161,E06000005,3,167,6,30,3,4,5,55,0,0,1,1,2,0,0,1,2,E01012354
201511SJ25525,428438,515586,-1.562032,54.534754,11,3,2,1,04/12/2015,6,19:00,161,E06000005,6,0,6,30,3,4,6,0,0,0,4,2,2,0,0,1,2,
201511SJ25675,428199,515798,-1.565706,54.536672,11,3,2,1,16/12/2015,4,12:10,161,E06000005,5,55,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01012309
201511SJ25695,430620,516323,-1.528237,54.541250,11,2,2,1,17/12/2015,5,07:30,161,E06000005,5,182,6,20,3,4,6,0,0,0,4,1,2,0,0,1,2,E01012333
201511SJ26235,431111,514770,-1.520811,54.527264,11,2,2,1,18/12/2015,6,12:14,161,E06000005,5,182,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01012343
201511SJ26325,429423,517303,-1.546640,54.550128,11,3,2,1,08/12/2015,3,08:12,161,E06000005,3,167,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,E01012324
201511SJ26475,428385,514536,-1.562952,54.525321,11,3,2,1,09/12/2015,4,18:00,161,E06000005,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,E01012316
201511SJ26735,423937,521082,-1.631144,54.584376,11,3,2,1,09/12/2015,4,17:19,161,E06000005,3,68,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01012334
201511SJ26755,429404,517412,-1.546923,54.551108,11,3,2,1,10/12/2015,5,08:30,161,E06000005,3,167,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01032546
201511SJ27035,429015,515455,-1.553129,54.533544,11,3,1,1,15/12/2015,3,10:52,161,E06000005,3,167,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01012354
201511SJ27045,429888,517188,-1.539463,54.549067,11,3,2,1,15/12/2015,3,07:30,161,E06000005,3,1150,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,2,E01012330
201511SJ27255,429029,515387,-1.552919,54.532932,11,3,2,1,23/12/2015,4,12:50,161,E06000005,3,167,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01012354
201511SJ27405,432243,513768,-1.503431,54.518189,11,3,1,1,22/12/2015,3,15:02,161,E06000005,4,6280,1,30,1,4,6,0,0,0,1,1,1,0,0,2,2,E01012366
201511SJ27795,428973,514319,-1.553889,54.523338,11,3,2,1,10/12/2015,5,15:00,161,E06000005,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01033484
201511SK00135,435271,529977,-1.454716,54.663648,11,3,3,3,07/01/2015,4,11:25,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,2,0,0,2,1,E01020828
201511SK00645,423330,527806,-1.640003,54.644830,11,1,1,1,10/01/2015,7,20:48,169,E06000047,5,34,6,30,0,-1,-1,0,0,0,4,5,2,0,0,2,1,E01020838
201511SK01335,434025,533913,-1.473574,54.699103,11,2,1,2,18/01/2015,1,15:00,169,E06000047,5,24,6,60,0,-1,-1,0,0,0,1,6,3,0,0,2,1,E01020810
201511SK01505,423133,526621,-1.643149,54.634190,11,3,2,1,15/01/2015,5,18:15,169,E06000047,5,35,6,30,3,4,6,0,0,0,4,1,1,0,0,2,2,E01020839
201511SK01825,422788,525754,-1.648560,54.626414,11,3,2,1,22/01/2015,5,08:05,169,E06000047,4,6282,6,30,3,4,6,0,0,0,1,1,2,0,0,2,2,E01020801
201511SK01905,427900,524158,-1.569536,54.611816,11,3,3,1,30/01/2015,6,14:00,169,E06000047,4,6443,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,E01020826
201511SK03465,422380,526425,-1.654829,54.632462,11,3,2,1,18/02/2015,4,20:29,169,E06000047,4,6282,6,30,3,4,5,35,0,0,4,1,1,0,0,2,1,E01020802
201511SK03595,428333,521645,-1.563074,54.589209,11,3,2,1,13/02/2015,6,19:30,169,E06000047,3,167,1,70,1,4,4,6444,0,0,4,1,2,0,0,2,1,E01020826
201511SK04675,423143,525541,-1.643079,54.624484,11,3,2,1,05/03/2015,5,11:29,169,E06000047,5,189,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020802
201511SK05095,436438,532144,-1.436355,54.683038,11,3,2,1,14/03/2015,7,16:29,169,E06000047,4,1278,6,30,6,4,5,26,0,0,1,1,1,0,0,2,1,E01020810
201511SK05415,435273,529973,-1.454685,54.663612,11,3,3,2,11/03/2015,4,16:00,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,2,2,0,0,2,1,E01020829
201511SK05525,427372,522488,-1.577866,54.596837,11,3,2,1,22/03/2015,1,20:35,169,E06000047,4,6444,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,E01020826
201511SK05555,427906,524035,-1.569455,54.610710,11,3,2,1,27/03/2015,6,12:52,169,E06000047,5,39,6,30,3,4,4,6443,0,8,1,1,1,0,0,2,1,E01020826
201511SK05665,427445,524936,-1.576508,54.618832,11,3,2,1,20/03/2015,6,09:53,169,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01020845
201511SK05905,435276,529980,-1.454638,54.663675,11,3,2,1,19/03/2015,5,17:23,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK06155,433501,526424,-1.482560,54.631840,11,3,2,1,23/03/2015,2,07:40,169,E06000047,5,38,6,60,0,-1,-1,0,0,0,1,1,2,7,0,2,1,E01020828
201511SK06225,428734,524507,-1.556589,54.614906,11,2,3,3,27/03/2015,6,20:10,169,E06000047,3,167,6,60,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01020833
201511SK06975,423883,526467,-1.631543,54.632771,11,2,1,1,19/04/2015,1,14:10,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01020840
201511SK07025,440302,528509,-1.376927,54.650081,11,3,2,1,23/02/2015,2,07:50,169,E06000047,3,689,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020828
201511SK07535,431177,527646,-1.518430,54.642970,11,3,2,1,17/04/2015,6,12:20,169,E06000047,2,1,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020828
201511SK08105,427885,524320,-1.569753,54.613273,11,3,2,1,25/04/2015,7,12:05,169,E06000047,4,6443,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01020824
201511SK08185,431507,528656,-1.513208,54.652026,11,3,2,1,29/04/2015,4,16:06,169,E06000047,2,1,1,70,1,4,3,689,0,0,1,1,1,0,0,2,1,E01020828
201511SK08865,430615,525549,-1.527356,54.624160,11,3,2,4,03/05/2015,1,06:55,169,E06000047,2,1,3,70,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01020828
201511SK09195,432947,526493,-1.491134,54.632496,11,2,1,1,10/05/2015,1,16:00,169,E06000047,5,37,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020828
201511SK09335,422859,527728,-1.647307,54.644150,11,3,3,1,13/05/2015,4,18:30,169,E06000047,5,34,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01020838
201511SK09895,425948,525011,-1.599683,54.619585,11,2,2,1,12/05/2015,3,22:45,169,E06000047,5,147,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,2,E01020815
201511SK10495,423094,526664,-1.643750,54.634578,11,2,1,1,29/05/2015,6,15:15,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01020838
201511SK10575,436330,528430,-1.438491,54.649671,11,3,2,1,30/05/2015,7,16:20,169,E06000047,3,689,3,70,3,4,5,38,0,0,1,1,1,0,0,2,1,E01020830
201511SK10755,435280,529977,-1.454576,54.663647,11,3,2,1,31/05/2015,1,12:54,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK11095,436741,528768,-1.432079,54.652679,11,3,2,1,30/05/2015,7,14:28,169,E06000047,3,689,3,60,3,4,6,0,0,0,1,1,1,0,0,2,2,E01020828
201511SK11515,423319,527736,-1.640179,54.644201,11,2,2,1,11/06/2015,5,17:33,169,E06000047,5,34,6,30,6,4,6,0,0,0,1,1,1,0,0,2,1,E01020838
201511SK11825,426427,524784,-1.592286,54.617521,11,2,1,1,23/06/2015,3,16:20,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020846
201511SK11875,435549,529819,-1.450425,54.662209,11,3,2,1,25/06/2015,5,08:50,169,E06000047,5,38,1,30,1,4,6,0,0,0,1,1,1,0,0,2,2,E01020828
201511SK11935,428379,521766,-1.562350,54.590294,11,3,2,1,12/06/2015,6,16:30,169,E06000047,3,167,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020826
201511SK11985,425028,526196,-1.613829,54.630280,11,2,2,2,26/06/2015,6,19:15,169,E06000047,5,35,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020815
201511SK12045,423923,526451,-1.630925,54.632625,11,3,2,2,23/06/2015,3,12:30,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,2,E01020840
201511SK12615,433758,525492,-1.478686,54.623448,11,2,2,1,29/05/2015,6,17:35,169,E06000047,5,38,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020828
201511SK12705,435895,532159,-1.444775,54.683212,11,2,1,1,01/07/2015,4,15:38,169,E06000047,5,26,6,30,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01020810
201511SK12885,438735,526078,-1.401532,54.628357,11,3,2,1,24/06/2015,4,11:52,169,E06000047,3,177,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020828
201511SK13005,435279,529980,-1.454591,54.663674,11,3,2,2,08/07/2015,4,09:12,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,2,2,0,0,2,1,E01020829
201511SK13665,439417,529150,-1.390556,54.655910,11,3,1,1,21/07/2015,3,08:31,169,E06000047,3,689,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020828
201511SK13675,435274,529975,-1.454670,54.663630,11,3,3,3,08/07/2015,4,07:50,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,2,2,0,0,2,1,E01020829
201511SK13935,428460,524946,-1.560789,54.618866,11,3,2,2,12/07/2015,1,20:05,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020834
201511SK15805,430973,526842,-1.521675,54.635757,11,1,2,1,08/08/2015,7,20:56,169,E06000047,2,1,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01020828
201511SK15895,434567,531641,-1.465433,54.678650,11,3,2,1,03/08/2015,2,11:40,169,E06000047,3,177,6,60,3,4,5,26,0,0,1,1,1,0,0,2,2,E01020810
201511SK15985,421428,526104,-1.669599,54.629619,11,3,3,2,14/08/2015,6,12:51,169,E06000047,3,6072,6,60,1,4,3,6072,0,0,1,2,2,0,2,2,1,E01020802
201511SK15995,423235,527403,-1.641507,54.641213,11,3,2,1,14/08/2015,6,20:35,169,E06000047,5,34,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01020838
201511SK16275,438110,535747,-1.409954,54.715292,11,3,1,1,05/08/2015,4,18:20,169,E06000047,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020827
201511SK16945,436591,534292,-1.433714,54.702330,11,3,2,1,11/07/2015,7,00:20,169,E06000047,4,1278,6,30,6,4,5,24,0,0,4,2,2,0,0,2,1,E01020812
201511SK17205,435277,529976,-1.454623,54.663639,11,3,2,3,27/08/2015,5,12:15,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK17505,428147,523617,-1.565763,54.606941,11,2,2,1,25/08/2015,3,11:20,169,E06000047,5,187,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020826
201511SK17615,427003,525471,-1.583303,54.623664,11,3,2,1,29/08/2015,7,19:20,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020847
201511SK17745,435277,529978,-1.454623,54.663657,11,2,4,2,04/09/2015,6,08:45,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK17965,427503,526106,-1.575500,54.629343,11,3,2,1,01/09/2015,3,17:10,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020848
201511SK18775,435280,529974,-1.454577,54.663620,11,3,2,1,19/09/2015,7,12:36,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK19135,428386,521066,-1.562309,54.584003,11,3,2,2,23/09/2015,4,20:15,169,E06000047,3,167,1,60,1,4,2,1,0,0,1,1,1,0,0,2,1,E01020826
201511SK19425,435278,529974,-1.454608,54.663621,11,3,3,6,01/10/2015,5,17:30,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK19895,426543,526090,-1.590372,54.629251,11,3,3,1,01/10/2015,5,17:00,169,E06000047,5,147,6,40,3,4,5,35,0,0,1,1,1,0,0,2,1,E01020813
201511SK20615,435274,529978,-1.454669,54.663657,11,3,2,1,07/10/2015,4,12:46,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,2,2,0,0,2,1,
201511SK20875,437137,531883,-1.425547,54.680642,11,3,3,2,09/10/2015,6,13:38,169,E06000047,5,23,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020811
201511SK20945,428850,525335,-1.554712,54.622340,11,3,2,1,12/10/2015,2,16:40,169,E06000047,3,167,6,60,3,3,6,0,0,4,1,1,1,0,0,2,2,E01020833
201511SK21095,436951,534239,-1.428135,54.701827,11,3,3,1,13/10/2015,3,13:00,169,E06000047,5,24,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020812
201511SK21115,436595,534294,-1.433652,54.702347,11,3,1,1,13/10/2015,3,15:38,169,E06000047,4,1278,6,30,6,4,5,24,0,0,1,1,2,0,0,2,1,E01020812
201511SK21235,422748,525373,-1.649209,54.622992,11,3,2,1,29/09/2015,3,18:25,169,E06000047,3,6072,1,60,1,4,4,6282,0,8,1,1,1,0,0,2,1,E01020802
201511SK21275,435279,529978,-1.454592,54.663657,11,3,3,2,21/08/2015,6,17:45,169,E06000047,3,177,6,60,3,4,4,1278,0,0,1,1,1,0,0,2,1,E01020829
201511SK21285,436438,532153,-1.436354,54.683119,11,3,1,1,16/10/2015,6,15:30,169,E06000047,4,1278,6,30,6,4,5,26,0,1,1,1,1,0,0,2,2,E01020810
201511SK21315,427926,525114,-1.569043,54.620406,11,3,2,1,16/10/2015,6,20:30,169,E06000047,4,6443,6,30,3,4,6,0,0,4,4,1,1,0,0,1,2,E01020832
201511SK22615,436116,531266,-1.441458,54.675172,11,3,2,1,01/11/2015,1,10:00,169,E06000047,4,1278,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020828
201511SK22685,427336,522366,-1.578434,54.595743,11,3,2,2,04/11/2015,4,16:51,169,E06000047,6,0,6,40,3,4,6,0,0,0,4,7,2,7,0,1,1,E01020826
201511SK22825,437854,526994,-1.415059,54.636655,11,3,1,1,05/11/2015,5,19:48,169,E06000047,3,177,3,70,0,-1,-1,0,0,0,6,2,2,0,0,2,1,E01020828
201511SK23915,423288,525433,-1.640842,54.623507,11,3,2,1,19/11/2015,5,18:25,169,E06000047,5,189,6,30,3,4,6,0,0,0,4,1,1,0,0,2,1,E01020802
201511SK23995,437022,532288,-1.427280,54.684290,11,2,1,1,23/11/2015,2,01:04,169,E06000047,5,23,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,E01020811
201511SK24165,428864,525434,-1.554485,54.623229,11,3,2,1,24/11/2015,3,22:45,169,E06000047,3,167,6,60,3,2,4,6443,0,5,4,1,1,0,0,2,1,E01020833
201511SK24975,428865,525437,-1.554470,54.623256,11,3,2,2,01/12/2015,3,13:50,169,E06000047,3,167,6,60,3,2,4,6443,0,5,1,1,1,0,0,2,2,E01020833
201511SK26205,428534,521027,-1.560023,54.583644,11,3,2,1,14/12/2015,2,10:35,169,E06000047,3,167,1,60,1,4,2,1,0,0,1,2,2,0,0,2,2,E01020826
201511SK26435,427868,525175,-1.569935,54.620957,11,3,2,1,22/12/2015,3,14:00,169,E06000047,6,0,6,30,0,-1,-1,0,0,1,1,1,2,0,0,1,1,E01020831
201511SK26795,421795,525668,-1.663947,54.625685,11,3,2,1,12/12/2015,7,13:30,169,E06000047,3,6072,6,60,0,-1,-1,0,0,0,1,3,3,0,0,2,1,E01020802
201511SK27115,431516,528763,-1.513057,54.652987,11,3,2,1,15/12/2015,3,09:09,169,E06000047,3,689,1,60,1,4,2,1,0,0,1,1,1,0,0,2,1,E01020828
201511SL00165,424865,532790,-1.615796,54.689545,11,3,1,1,05/01/2015,2,22:30,169,E06000047,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01020823
201511SL00685,426077,531925,-1.597072,54.681711,11,3,2,1,07/01/2015,4,18:30,169,E06000047,4,6288,6,60,3,4,5,95,0,0,4,1,2,0,0,2,2,E01020822
201511SL01605,428666,530959,-1.557013,54.672890,11,3,2,2,29/01/2015,5,09:36,169,E06000047,3,167,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01020803
201511SL02455,427551,535901,-1.573837,54.717363,11,3,2,1,09/02/2015,2,10:50,169,E06000047,3,167,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01020843
201511SL04145,428893,532204,-1.553370,54.684065,11,3,2,1,23/02/2015,2,16:21,169,E06000047,5,68,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01020806
201511SL04445,427568,534810,-1.573676,54.707558,11,3,3,1,27/02/2015,6,12:45,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020842
201511SL04585,427364,527533,-1.577521,54.642175,11,2,1,3,11/03/2015,4,08:04,169,E06000047,5,35,6,60,0,-1,-1,0,0,0,1,8,4,0,0,2,1,E01020803
201511SL04655,428452,533043,-1.560129,54.691630,11,3,2,2,12/03/2015,5,11:40,169,E06000047,4,6287,6,60,3,4,3,167,0,0,1,1,1,0,0,2,1,E01020808
201511SL08235,431848,533685,-1.507377,54.697196,11,3,1,1,30/04/2015,5,18:34,169,E06000047,5,24,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020797
201511SL09765,425226,533379,-1.610145,54.694820,11,2,2,1,20/05/2015,4,14:30,169,E06000047,5,152,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01020835
201511SL10185,428014,534578,-1.566776,54.705448,11,3,2,1,26/05/2015,3,16:20,169,E06000047,3,688,1,40,1,4,3,688,0,0,1,1,1,0,0,2,2,E01020842
201511SL10555,424536,532834,-1.620895,54.689957,11,3,2,1,30/05/2015,7,01:47,169,E06000047,5,152,6,40,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01020821
201511SL10745,425299,529263,-1.609367,54.657829,11,3,1,2,31/05/2015,1,18:56,169,E06000047,3,689,1,60,1,4,3,689,0,0,1,1,1,0,0,2,1,E01020803
201511SL10905,427193,527337,-1.580188,54.640423,11,1,2,1,07/06/2015,1,13:50,169,E06000047,5,35,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020803
201511SL11255,425825,533897,-1.600806,54.699445,11,2,2,2,09/06/2015,3,11:33,169,E06000047,5,152,6,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01020836
201511SL11615,426611,535208,-1.588491,54.711185,11,3,1,1,28/05/2015,5,13:05,169,E06000047,4,6288,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01020842
201511SL11965,426074,531921,-1.597118,54.681675,11,2,2,2,25/06/2015,5,16:40,169,E06000047,4,6288,6,60,3,4,4,6289,0,0,1,1,2,0,0,2,1,E01020822
201511SL12735,426108,533989,-1.596407,54.700257,11,3,2,1,16/05/2015,7,17:09,169,E06000047,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01020820
201511SL12825,426719,534277,-1.586900,54.702813,11,3,2,1,19/06/2015,6,16:30,169,E06000047,4,6288,6,30,6,2,6,0,0,4,1,1,1,0,0,1,2,E01020818
201511SL13605,426694,533956,-1.587317,54.699930,11,3,2,1,30/06/2015,3,11:45,169,E06000047,3,688,1,30,1,4,4,6288,0,0,1,1,1,0,0,1,1,E01020820
201511SL13865,428163,532568,-1.564657,54.687377,11,3,2,1,10/07/2015,6,10:40,169,E06000047,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020807
201511SL14445,428354,529754,-1.561967,54.662079,11,3,1,1,22/07/2015,4,22:40,169,E06000047,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01020805
201511SL14635,431612,533648,-1.511042,54.696879,11,3,3,1,17/03/2015,3,21:30,169,E06000047,5,24,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01020797
201511SL15735,429940,534980,-1.536847,54.708950,11,3,2,1,08/08/2015,7,23:20,169,E06000047,5,24,6,60,0,-1,-1,0,0,0,7,1,1,0,0,2,2,E01020808
201511SL15765,425679,533567,-1.603100,54.696487,11,2,2,1,11/08/2015,3,10:15,169,E06000047,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01020835
201511SL16135,428017,534428,-1.566744,54.704100,11,2,2,2,12/08/2015,4,15:12,169,E06000047,3,167,3,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020820
201511SL16475,430545,535177,-1.527437,54.710684,11,3,2,1,19/08/2015,4,10:30,169,E06000047,3,177,6,60,3,4,5,24,0,0,1,2,2,0,0,2,2,E01020797
201511SL16495,428392,528208,-1.561527,54.648184,11,3,2,1,18/08/2015,3,14:30,169,E06000047,3,167,6,60,0,-1,-1,0,0,0,1,1,1,4,0,2,2,E01020803
201511SL16505,427791,530171,-1.570655,54.665858,11,3,2,1,20/08/2015,5,17:17,169,E06000047,5,36,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020803
201511SL16795,429450,532264,-1.544725,54.684572,11,2,4,2,28/08/2015,6,09:45,169,E06000047,6,0,6,30,3,4,5,26,0,0,1,1,1,0,0,2,1,E01033203
201511SL18035,426611,535416,-1.588472,54.713055,11,3,2,2,07/09/2015,2,12:43,169,E06000047,4,6288,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01020843
201511SL18205,423506,534582,-1.636733,54.705714,11,2,2,1,10/09/2015,5,17:29,169,E06000047,5,95,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01020836
201511SL18655,425795,533412,-1.601314,54.695088,11,3,2,1,14/09/2015,2,14:00,169,E06000047,3,688,1,60,1,4,3,688,0,8,1,1,1,0,0,2,1,E01020835
201511SL18685,426777,533854,-1.586039,54.699009,11,3,2,1,04/09/2015,6,12:50,169,E06000047,3,688,6,60,1,4,4,6288,0,8,1,1,1,0,0,2,1,E01020820
201511SL19105,425796,533407,-1.601299,54.695043,11,3,2,1,24/09/2015,5,13:30,169,E06000047,3,688,1,60,1,4,3,688,0,0,1,1,1,0,0,2,2,E01020835
201511SL19805,428370,528883,-1.561803,54.654251,11,3,1,1,27/09/2015,1,16:00,169,E06000047,3,689,1,60,1,4,3,689,0,0,1,1,1,0,0,2,1,E01020803
201511SL19935,428540,532650,-1.558802,54.688093,11,3,3,1,02/10/2015,6,12:40,169,E06000047,3,167,6,60,0,-1,-1,0,0,0,1,1,1,4,0,2,2,E01020807
201511SL20155,427299,528858,-1.578405,54.654085,11,2,2,3,03/10/2015,7,19:02,169,E06000047,3,689,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01020803
201511SL20795,424929,533221,-1.614766,54.693415,11,3,2,1,08/10/2015,5,08:55,169,E06000047,5,152,6,30,6,2,5,95,0,0,1,1,1,0,0,1,1,E01020823
201511SL20865,428009,534543,-1.566857,54.705134,11,3,1,1,09/10/2015,6,15:50,169,E06000047,3,167,1,50,1,4,3,688,0,0,1,1,1,0,0,2,2,E01020820
201511SL21575,428292,528910,-1.563009,54.654498,11,3,2,1,20/10/2015,3,17:00,169,E06000047,3,167,1,60,1,4,3,689,0,0,1,1,1,0,0,2,1,E01020803
201511SL21815,427553,532120,-1.574162,54.683385,11,3,1,1,23/10/2015,6,20:13,169,E06000047,4,6287,6,40,0,-1,-1,0,0,0,4,1,1,4,0,2,1,E01020806
201511SL22195,425408,533510,-1.607310,54.695988,11,3,1,1,28/10/2015,4,13:43,169,E06000047,5,152,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,E01020835
201511SL23925,425975,534048,-1.598465,54.700794,11,3,1,1,19/11/2015,5,10:35,169,E06000047,5,152,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,E01020820
201511SL24025,430035,535003,-1.535370,54.709151,11,3,1,1,23/11/2015,2,19:30,169,E06000047,5,24,6,30,0,-1,-1,0,0,0,4,2,2,0,0,2,1,E01020808
201511SL24385,425860,533950,-1.600258,54.699920,11,3,1,1,28/11/2015,7,17:15,169,E06000047,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01020836
